Freq_Hz,T_meas_gate_abs,T_fit_abs
19098522768.8927,0.0546558206729268,0.9940619
19109266267.855,0.0544732214364261,0.9939017
19120009766.8172,0.0542884978734981,0.9937392
19130753265.7795,0.0541019019427834,0.9935749
19141496764.7418,0.0539136843262118,0.9934084
19152240263.7041,0.0537240937265685,0.9932398
19162983762.6663,0.0535333761807111,0.9930694
19173727261.6286,0.053341774392905,0.9928969
19184470760.5909,0.0531495270924437,0.9927223
19195214259.5532,0.0529568684193847,0.9925458
19205957758.5154,0.0527640273418598,0.9923674
19216701257.4777,0.0525712271080303,0.9921868
19227444756.44,0.0523786847353394,0.9920043
19238188255.4023,0.0521866105392985,0.99182
19248931754.3645,0.0519952077036071,0.9916336
19259675253.3268,0.0518046718929821,0.9914452
19270418752.2891,0.0516151909096476,0.9912548
19281162251.2514,0.0514269443940236,0.9910625
19291905750.2136,0.051240103569756,0.9908683
19302649249.1759,0.0510548310328553,0.9906722
19313392748.1382,0.0508712805843567,0.990474
19324136247.1005,0.0506895971055884,0.990274
19334879746.0628,0.0505099164748395,0.9900721
19345623245.025,0.0503323655239484,0.9898683
19356366743.9873,0.0501570620331013,0.9896626
19367110242.9496,0.049984114761924,0.9894548
19377853741.9119,0.0498136235147832,0.9892453
19388597240.8741,0.0496456792380722,0.9890339
19399340739.8364,0.0494803641471515,0.9888206
19410084238.7987,0.0493177518805351,0.9886055
19420827737.761,0.0491579076788674,0.9883882
19431571236.7232,0.0490008885862123,0.9881693
19442314735.6855,0.0488467436711796,0.9879485
19453058234.6478,0.0486955142654399,0.987726
19463801733.6101,0.0485472342172269,0.9875015
19474545232.5723,0.0484019301574879,0.9872752
19485288731.5346,0.0482596217764265,0.987047
19496032230.4969,0.0481203221082752,0.986817
19506775729.4592,0.0479840378222416,0.9865853
19517519228.4214,0.0478507695176855,0.9863517
19528262727.3837,0.0477205120217098,0.9861164
19539006226.346,0.0475932546874726,0.9858792
19549749725.3083,0.047468981691662,0.9856403
19560493224.2705,0.047347672329706,0.9853996
19571236723.2328,0.0472293013074272,0.9851571
19581980222.1951,0.0471138390279794,0.9849131
19592723721.1574,0.0470012518730405,0.9846669
19603467220.1196,0.0468915024773582,0.9844192
19614210719.0819,0.0467845499958728,0.9841697
19624954218.0442,0.0466803503627568,0.9839185
19635697717.0065,0.0465788565418276,0.9836655
19646441215.9687,0.0464800187678951,0.9834108
19657184714.931,0.046383784778709,0.9831545
19667928213.8933,0.0462901000372638,0.9828966
19678671712.8556,0.0461989079443102,0.9826367
19689415211.8178,0.0461101500409997,0.9823753
19700158710.7801,0.0460237662016673,0.9821122
19710902209.7424,0.0459396948168234,0.9818473
19721645708.7047,0.0458578729664865,0.9815809
19732389207.667,0.0457782365840449,0.9813129
19743132706.6292,0.0457007206108833,0.981043
19753876205.5915,0.0456252591420517,0.9807717
19764619704.5538,0.0455517855632921,0.9804987
19775363203.5161,0.0454802326797691,0.9802241
19786106702.4783,0.0454105328368741,0.9799478
19796850201.4406,0.0453426180334975,0.9796699
19807593700.4029,0.0452764200281754,0.9793905
19818337199.3652,0.0452118704385305,0.9791095
19829080698.3274,0.0451489008344347,0.9788269
19839824197.2897,0.0450874428253233,0.9785426
19850567696.252,0.0450274281420913,0.9782568
19861311195.2143,0.0449687887139983,0.9779695
19872054694.1765,0.0449114567410028,0.9776807
19882798193.1388,0.0448553647619364,0.9773902
19893541692.1011,0.0448004457189181,0.9770982
19904285191.0634,0.0447466330183922,0.976805
19915028690.0256,0.0446938605891606,0.9765099
19925772188.9879,0.0446420629377579,0.9762135
19936515687.9502,0.0445911752015019,0.9759154
19947259186.9125,0.0445411331995281,0.9756159
19958002685.8747,0.044491873482095,0.975315
19968746184.837,0.0444433333784244,0.9750127
19979489683.7993,0.0443954510433144,0.9747087
19990233182.7616,0.0443481655027394,0.9744033
20000976681.7238,0.0443014166986246,0.9740965
20011720180.6861,0.0442551455329563,0.9737884
20022463679.6484,0.0442092939113636,0.9734787
20033207178.6107,0.044163804786281,0.9731676
20043950677.5729,0.0441186221997729,0.9728551
20054694176.5352,0.0440736913260791,0.9725413
20065437675.4975,0.0440289585139106,0.9722259
20076181174.4598,0.0439843713285033,0.9719093
20086924673.4221,0.0439398785934126,0.9715914
20097668172.3843,0.043895430432006,0.9712718
20108411671.3466,0.0438509783085942,0.9709511
20119155170.3089,0.0438064750691136,0.9706291
20129898669.2712,0.0437618749812599,0.9703054
20140642168.2334,0.0437171337739495,0.9699805
20151385667.1957,0.0436722086759715,0.9696545
20162129166.158,0.043627058453678,0.969327
20172872665.1203,0.0435816434475461,0.9689984
20183616164.0825,0.0435359256074341,0.9686683
20194359663.0448,0.043489868526348,0.9683369
20205103162.0071,0.0434434374725209,0.9680043
20215846660.9694,0.0433965994196098,0.9676704
20226590159.9316,0.0433493230748052,0.9673353
20237333658.8939,0.0433015789046524,0.9669989
20248077157.8562,0.0432533391583806,0.9666613
20258820656.8185,0.0432045778885424,0.9663224
20269564155.7807,0.0431552709687693,0.9659824
20280307654.743,0.0431053961084562,0.9656411
20291051153.7053,0.043054932864199,0.9652985
20301794652.6676,0.0430038626478185,0.9649547
20312538151.6298,0.0429521687308174,0.9646098
20323281650.5921,0.0428998362451311,0.9642637
20334025149.5544,0.042846852180052,0.9639165
20344768648.5167,0.0427932053752203,0.963568
20355512147.4789,0.0427388865095964,0.9632185
20366255646.4412,0.0426838880863485,0.9628677
20376999145.4035,0.0426282044136117,0.9625158
20387742644.3658,0.0425718315810931,0.9621629
20398486143.328,0.0425147674325242,0.9618089
20409229642.2903,0.0424570115339811,0.9614535
20419973141.2526,0.0423985651381173,0.9610971
20430716640.2149,0.0423394311443771,0.9607399
20441460139.1771,0.0422796140552799,0.9603813
20452203638.1394,0.042219119928887,0.9600217
20462947137.1017,0.0421579563275871,0.9596612
20473690636.064,0.0420961322633536,0.9592994
20484434135.0262,0.0420336581396517,0.9589368
20495177633.9885,0.0419705456901873,0.958573
20505921132.9508,0.0419068079147118,0.9582083
20516664631.9131,0.0418424590121096,0.9578425
20527408130.8754,0.0417775143110137,0.9574756
20538151629.8376,0.0417119901982036,0.9571079
20548895128.7999,0.0416459040450555,0.956739
20559638627.7622,0.0415792741323216,0.9563693
20570382126.7245,0.0415121195735246,0.9559986
20581125625.6867,0.0414444602372585,0.9556267
20591869124.649,0.0413763166686921,0.9552541
20602612623.6113,0.0413077100105723,0.9548805
20613356122.5736,0.0412386619240264,0.9545059
20624099621.5358,0.0411691945094583,0.9541305
20634843120.4981,0.0410993302278331,0.9537541
20645586619.4604,0.0410290918226371,0.9533768
20656330118.4227,0.0409585022427941,0.9529985
20667073617.3849,0.0408875845668113,0.9526195
20677817116.3472,0.0408163619284155,0.9522397
20688560615.3095,0.040744857443932,0.9518588
20699304114.2718,0.040673094141644,0.951477
20710047613.234,0.0406010948933571,0.9510943
