Freq_Hz,T_meas_gate_abs,T_fit_abs
19098522768.8927,0.0548167265118976,0.993905
19109266267.855,0.054632746500079,0.9937425
19120009766.8172,0.0544467186428466,0.993578
19130753265.7795,0.0542588999915294,0.9934113
19141496764.7418,0.0540695460357522,0.9932426
19152240263.7041,0.0538789099866558,0.9930719
19162983762.6663,0.0536872420770503,0.9928992
19173727261.6286,0.0534947888830352,0.9927243
19184470760.5909,0.053301792671304,0.9925478
19195214259.5532,0.053108490776004,0.9923691
19205957758.5154,0.0529151150086391,0.9921883
19216701257.4777,0.0527218911040983,0.9920055
19227444756.44,0.0525290382054685,0.9918209
19238188255.4023,0.0523367683898543,0.9916342
19248931754.3645,0.052145286236988,0.9914457
19259675253.3268,0.0519547884419702,0.991255
19270418752.2891,0.0517654634730499,0.9910625
19281162251.2514,0.0515774912749307,0.990868
19291905750.2136,0.0513910430176846,0.9906716
19302649249.1759,0.0512062808909695,0.9904732
19313392748.1382,0.0510233579428895,0.9902729
19324136247.1005,0.0508424179625021,0.9900706
19334879746.0628,0.0506635954046762,0.9898664
19345623245.025,0.0504870153557324,0.9896604
19356366743.9873,0.0503127935380622,0.9894524
19367110242.9496,0.0501410363517143,0.9892425
19377853741.9119,0.0499718409507698,0.9890308
19388597240.8741,0.049805295352187,0.9888173
19399340739.8364,0.0496414785746914,0.9886018
19410084238.7987,0.0494804608052142,0.9883842
19420827737.761,0.049322303590334,0.9881651
19431571236.7232,0.0491670600501609,0.9879438
19442314735.6855,0.0490147751121087,0.987721
19453058234.6478,0.0488654857620336,0.9874961
19463801733.6101,0.0487192213102679,0.9872696
19474545232.5723,0.0485760036701489,0.9870411
19485288731.5346,0.0484358476467322,0.9868106
19496032230.4969,0.0482987612334743,0.9865785
19506775729.4592,0.0481647459147895,0.9863446
19517519228.4214,0.0480337969725006,0.9861088
19528262727.3837,0.0479059037943375,0.9858714
19539006226.346,0.0477810501827704,0.985632
19549749725.3083,0.0476592146626009,0.985391
19560493224.2705,0.0475403707858778,0.985148
19571236723.2328,0.0474244874328399,0.9849033
19581980222.1951,0.04731152910773,0.984657
19592723721.1574,0.0472014562284591,0.9844088
19603467220.1196,0.0470942254092334,0.9841589
19614210719.0819,0.0469897897353841,0.9839073
19624954218.0442,0.0468880990297636,0.983654
19635697717.0065,0.0467891001101893,0.9833989
19646441215.9687,0.0466927370375278,0.983142
19657184714.931,0.0465989513541138,0.9828835
19667928213.8933,0.0465076823122996,0.9826234
19678671712.8556,0.046418867093017,0.9823615
19689415211.8178,0.0463324410143206,0.982098
19700158710.7801,0.0462483377299513,0.9818327
19710902209.7424,0.0461664894180353,0.9815657
