Freq_Hz,T_meas_gate_abs,T_fit_abs
19098522768.8927,0.995130500758931,0.9880383
19109266267.855,0.994854671386791,0.9877852
19120009766.8172,0.994560555290645,0.9875299
19130753265.7795,0.994247889047873,0.9872724
19141496764.7418,0.993916480220013,0.9870127
19152240263.7041,0.993566206139042,0.9867509
19162983762.6663,0.993197012381787,0.9864872
19173727261.6286,0.99280891095365,0.9862213
19184470760.5909,0.992401978204602,0.9859535
19195214259.5532,0.991976352501853,0.9856836
19205957758.5154,0.991532231684708,0.9854116
19216701257.4777,0.991069870327849,0.9851376
19227444756.44,0.990589576839726,0.9848617
19238188255.4023,0.990091710422789,0.9845838
19248931754.3645,0.989576677922128,0.984304
19259675253.3268,0.989044930588512,0.9840224
19270418752.2891,0.988496960781134,0.9837387
19281162251.2514,0.987933298634314,0.9834534
19291905750.2136,0.98735450871126,0.983166
19302649249.1759,0.986761186666587,0.982877
19313392748.1382,0.986153955937838,0.982586
19324136247.1005,0.985533464484584,0.9822934
19334879746.0628,0.984900381592053,0.9819989
19345623245.025,0.984255394754448,0.9817027
19356366743.9873,0.983599206651385,0.9814048
19367110242.9496,0.982932532229125,0.9811052
19377853741.9119,0.982256095896523,0.980804
19388597240.8741,0.981570628843938,0.9805012
19399340739.8364,0.980876866491741,0.9801967
19410084238.7987,0.98017554607346,0.9798904
19420827737.761,0.979467404357184,0.9795827
19431571236.7232,0.978753175507458,0.9792733
19442314735.6855,0.978033589088629,0.9789625
19453058234.6478,0.977309368209478,0.9786502
19463801733.6101,0.976581227807888,0.9783363
19474545232.5723,0.975849873073407,0.978021
19485288731.5346,0.975115998004702,0.9777042
19496032230.4969,0.974380284098223,0.9773858
19506775729.4592,0.973643399163759,0.9770663
19517519228.4214,0.972905996262075,0.9767453
19528262727.3837,0.972168712759401,0.976423
19539006226.346,0.971432169493218,0.9760993
19549749725.3083,0.970696970043551,0.9757742
19560493224.2705,0.9699637001038,0.9754478
19571236723.2328,0.969232926945068,0.9751201
19581980222.1951,0.968505198967894,0.9747913
19592723721.1574,0.967781045335325,0.9744611
19603467220.1196,0.967060975681341,0.9741299
19614210719.0819,0.966345479888772,0.9737973
19624954218.0442,0.965635027930974,0.9734638
19635697717.0065,0.964930069771748,0.9731289
19646441215.9687,0.964231035318177,0.972793
19657184714.931,0.963538334421312,0.972456
19667928213.8933,0.962852356919863,0.9721179
19678671712.8556,0.962173472722342,0.9717788
19689415211.8178,0.961502031923369,0.9714386
19700158710.7801,0.960838364950128,0.9710974
19710902209.7424,0.960182782735242,0.9707552
19721645708.7047,0.959535576912647,0.9704121
19732389207.667,0.958897020033278,0.9700681
19743132706.6292,0.958267365797711,0.969723
19753876205.5915,0.957646849303127,0.9693773
19764619704.5538,0.957035687302279,0.9690304
19775363203.5161,0.956434078472347,0.9686829
19786106702.4783,0.955842203691863,0.9683344
19796850201.4406,0.955260226324085,0.9679852
19807593700.4029,0.954688292505453,0.9676353
19818337199.3652,0.954126531437951,0.9672845
19829080698.3274,0.953575055684416,0.9669331
19839824197.2897,0.953033961466027,0.9665809
19850567696.252,0.952503328961365,0.9662279
19861311195.2143,0.951983222606631,0.9658744
19872054694.1765,0.951473691396719,0.9655201
19882798193.1388,0.95097476918703,0.9651654
19893541692.1011,0.950486474995992,0.96481
19904285191.0634,0.950008813308409,0.9644539
19915028690.0256,0.949541774379822,0.9640974
19925772188.9879,0.949085334542195,0.9637402
19936515687.9502,0.948639456511287,0.9633825
19947259186.9125,0.948204089696146,0.9630244
19958002685.8747,0.947779170511236,0.962666
19968746184.837,0.947364622691707,0.9623069
19979489683.7993,0.946960357612404,0.9619475
19990233182.7616,0.946566274611186,0.9615877
20000976681.7238,0.946182261317165,0.9612274
20011720180.6861,0.945808193984464,0.9608668
20022463679.6484,0.945443937832104,0.9605059
20033207178.6107,0.945089347390566,0.9601448
20043950677.5729,0.944744266855606,0.9597833
20054694176.5352,0.944408530449827,0.9594214
20065437675.4975,0.944081962792464,0.9590592
20076181174.4598,0.94376437927783,0.958697
20086924673.4221,0.943455586462747,0.9583346
20097668172.3843,0.943155382463285,0.9579717
20108411671.3466,0.942863557361024,0.957609
20119155170.3089,0.942579893618968,0.9572461
20129898669.2712,0.942304166507208,0.9568828
20140642168.2334,0.942036144538286,0.9565196
20151385667.1957,0.941775589912158,0.9561564
20162129166.158,0.941522258970565,0.955793
20172872665.1203,0.9412759026605,0.9554297
20183616164.0825,0.941036267006394,0.9550663
20194359663.0448,0.940803093590527,0.9547028
20205103162.0071,0.940576120041093,0.9543394
20215846660.9694,0.940355080527237,0.9539762
20226590159.9316,0.940139706260302,0.9536129
20237333658.8939,0.939929726000438,0.9532496
20248077157.8562,0.939724866567628,0.9528867
20258820656.8185,0.939524853356118,0.9525237
20269564155.7807,0.93932941085115,0.952161
20280307654.743,0.93913826314685,0.9517982
20291051153.7053,0.938951134464029,0.9514359
20301794652.6676,0.938767749666633,0.9510735
20312538151.6298,0.938587834775499,0.9507114
20323281650.5921,0.938411117478073,0.9503499
20334025149.5544,0.938237327632661,0.9499881
20344768648.5167,0.938066197765839,0.949627
20355512147.4789,0.937897463561546,0.9492662
20366255646.4412,0.937730864340478,0.9489056
20376999145.4035,0.937566143528318,0.9485453
20387742644.3658,0.93740304911143,0.9481856
20398486143.328,0.937241334078623,0.947826
20409229642.2903,0.937080756847658,0.9474669
20419973141.2526,0.936921081675193,0.9471081
20430716640.2149,0.936762079048947,0.9467501
20441460139.1771,0.936603526060901,0.9463921
20452203638.1394,0.936445206760431,0.9460348
20462947137.1017,0.936286912486384,0.9456781
20473690636.064,0.936128442177125,0.9453217
