Freq_Hz,T_meas_gate_abs,T_fit_abs
19098522768.8927,0.989055629713817,0.7710125
19109266267.855,0.985764528882607,0.7711662
19120009766.8172,0.982402836404324,0.7713304
19130753265.7795,0.978978733467482,0.7715051
19141496764.7418,0.975500391582915,0.7716904
19152240263.7041,0.971975951816828,0.771886
19162983762.6663,0.968413504260023,0.772092
19173727261.6286,0.964821067855833,0.7723084
19184470760.5909,0.9612065707036,0.7725349
19195214259.5532,0.95757783094788,0.7727718
19205957758.5154,0.953942538355881,0.7730187
19216701257.4777,0.950308236677305,0.7732757
19227444756.44,0.946682306871693,0.7735429
19238188255.4023,0.943071951278879,0.7738202
19248931754.3645,0.93948417879824,0.7741073
19259675253.3268,0.93592579113234,0.7744043
19270418752.2891,0.932403370140333,0.774711
19281162251.2514,0.928923266336341,0.7750278
19291905750.2136,0.925491588557946,0.7753541
19302649249.1759,0.922114194820187,0.7756901
19313392748.1382,0.918796684360962,0.7760357
19324136247.1005,0.915544390874738,0.7763907
19334879746.0628,0.912362376922941,0.7767552
19345623245.025,0.909255429501404,0.7771289
19356366743.9873,0.906228056737907,0.7775121
19367110242.9496,0.903284485686117,0.7779044
19377853741.9119,0.900428661176158,0.7783058
19388597240.8741,0.897664245676733,0.7787161
19399340739.8364,0.894994620118982,0.7791356
19410084238.7987,0.892422885628394,0.7795638
19420827737.761,0.889951866107728,0.7800009
19431571236.7232,0.887584111611404,0.7804468
19442314735.6855,0.885321902449821,0.780901
19453058234.6478,0.883167253960855,0.7813637
19463801733.6101,0.881121921885052,0.7818349
19474545232.5723,0.87918740828098,0.7823144
19485288731.5346,0.877364967917618,0.7828022
19496032230.4969,0.875655615081639,0.7832983
19506775729.4592,0.874060130738814,0.783802
19517519228.4214,0.872579069990638,0.7843137
19528262727.3837,0.871212769769421,0.7848334
19539006226.346,0.8699613567177,0.7853606
19549749725.3083,0.868824755200551,0.7858955
19560493224.2705,0.867802695402533,0.7864377
19571236723.2328,0.866894721464182,0.7869874
19581980222.1951,0.866100199616432,0.7875444
19592723721.1574,0.865418326274832,0.7881082
19603467220.1196,0.864848136059066,0.7886792
19614210719.0819,0.864388509706867,0.789257
19624954218.0442,0.864038181855086,0.7898415
19635697717.0065,0.86379574866427,0.7904327
19646441215.9687,0.863659675266612,0.79103
19657184714.931,0.863628303020604,0.791634
19667928213.8933,0.863699856559017,0.7922441
19678671712.8556,0.863872450620028,0.7928603
19689415211.8178,0.864144096654317,0.7934822
19700158710.7801,0.864512709203782,0.7941101
19710902209.7424,0.864976112050205,0.7947434
19721645708.7047,0.865532044134582,0.7953823
19732389207.667,0.866178165250113,0.7960265
19743132706.6292,0.866912061513819,0.7966758
19753876205.5915,0.867731250623556,0.7973301
19764619704.5538,0.868633186908782,0.7979892
19775363203.5161,0.869615266184741,0.7986534
19786106702.4783,0.870674830420884,0.7993217
19796850201.4406,0.871809172235257,0.7999944
19807593700.4029,0.873015539227295,0.8006713
19818337199.3652,0.874291138161961,0.8013523
19829080698.3274,0.875633139018494,0.8020372
19839824197.2897,0.877038678917191,0.8027256
19850567696.252,0.878504865937564,0.8034177
19861311195.2143,0.880028782841091,0.804113
19872054694.1765,0.881607490711378,0.8048112
19882798193.1388,0.883238032524145,0.8055128
19893541692.1011,0.884917436658783,0.8062168
19904285191.0634,0.886642720362609,0.8069236
19915028690.0256,0.888410893178063,0.8076327
19925772188.9879,0.89021896034228,0.8083439
19936515687.9502,0.89206392616747,0.8090572
19947259186.9125,0.893942797409519,0.8097722
19958002685.8747,0.895852586631209,0.8104889
19968746184.837,0.897790315565277,0.8112069
19979489683.7993,0.899753018481469,0.8119262
19990233182.7616,0.901737745560571,0.8126467
20000976681.7238,0.903741566277235,0.8133674
20011720180.6861,0.905761572792309,0.8140892
20022463679.6484,0.907794883354211,0.8148113
20033207178.6107,0.909838645707798,0.815533
20043950677.5729,0.911890040508085,0.816255
20054694176.5352,0.913946284735146,0.8169768
20065437675.4975,0.916004635105493,0.8176982
20076181174.4598,0.918062391474341,0.8184187
20086924673.4221,0.92011690022222,0.8191384
20097668172.3843,0.922165557618596,0.8198568
20108411671.3466,0.924205813154426,0.8205737
20119155170.3089,0.926235172834848,0.821289
20129898669.2712,0.928251202422633,0.8220025
20140642168.2334,0.930251530622483,0.8227139
20151385667.1957,0.932233852195831,0.8234231
20162129166.158,0.934195930995442,0.8241296
20172872665.1203,0.93613560290882,0.8248333
20183616164.0825,0.9380507786993,0.8255341
20194359663.0448,0.939939446733557,0.826232
20205103162.0071,0.941799675584323,0.8269259
