Freq_Hz,T_meas_gate_abs,T_fit_abs
19098522768.8927,0.0577113372431097,0.9985478
19109266267.855,0.0575315372466491,0.9984708
19120009766.8172,0.0573496013400288,0.9983919
19130753265.7795,0.0571657791341438,0.998311
19141496764.7418,0.0569803186789796,0.9982283
19152240263.7041,0.056793465773012,0.9981434
19162983762.6663,0.0566054632891348,0.9980565
19173727261.6286,0.0564165505215285,0.9979678
19184470760.5909,0.0562269625575715,0.9978772
19195214259.5532,0.0560369296785481,0.9977846
19205957758.5154,0.0558466767925297,0.9976902
19216701257.4777,0.0556564229024084,0.9975936
19227444756.44,0.0554663806116406,0.9974952
19238188255.4023,0.0552767556698315,0.9973949
19248931754.3645,0.0550877465598601,0.9972926
19259675253.3268,0.0548995441278098,0.9971884
19270418752.2891,0.0547123312565502,0.9970822
19281162251.2514,0.0545262825834008,0.9969742
19291905750.2136,0.0543415642619166,0.9968642
19302649249.1759,0.0541583337674598,0.9967523
19313392748.1382,0.0539767397458768,0.9966385
19324136247.1005,0.0537969219042781,0.9965229
19334879746.0628,0.0536190109426287,0.9964053
19345623245.025,0.0534431285245974,0.9962857
19356366743.9873,0.0532693872858887,0.9961644
19367110242.9496,0.0530978908780857,0.9960411
19377853741.9119,0.0529287340458734,0.9959159
19388597240.8741,0.0527620027353832,0.9957889
19399340739.8364,0.0525977742313033,0.99566
19410084238.7987,0.0524361173203323,0.9955291
19420827737.761,0.0522770924785144,0.9953964
19431571236.7232,0.0521207520799858,0.9952617
19442314735.6855,0.0519671406246711,0.9951254
19453058234.6478,0.0518162949825048,0.9949871
19463801733.6101,0.0516682446518085,0.994847
19474545232.5723,0.0515230120295255,0.994705
19485288731.5346,0.0513806126911021,0.9945611
19496032230.4969,0.0512410556779052,0.9944154
19506775729.4592,0.0511043437901779,0.9942679
19517519228.4214,0.0509704738836518,0.9941186
19528262727.3837,0.0508394371680616,0.9939674
19539006226.346,0.0507112195059379,0.9938143
19549749725.3083,0.0505858017101872,0.9936594
19560493224.2705,0.0504631598390997,0.9935027
19571236723.2328,0.0503432654875624,0.9933442
19581980222.1951,0.0502260860733838,0.9931839
19592723721.1574,0.0501115851177681,0.993022
19603467220.1196,0.0499997225190999,0.992858
19614210719.0819,0.0498904548193221,0.9926924
19624954218.0442,0.0497837354623061,0.9925249
19635697717.0065,0.0496795150437213,0.9923556
19646441215.9687,0.0495777415520144,0.9921846
19657184714.931,0.0494783606002075,0.9920118
